ATDNNR,Country,Subdivision,Site,PlotCode,Altitude,Latitude,Longitude,PlotSize,PlotType,DBHmin,Owner/contact
1374,Brazil,Pará,Caxiuana Plot 1 (RAINFOR),CAX_01,15,-1.74,-51.46,1,single,10,"Tim Baker, Oliver Phillips"
1375,Brazil,Pará,Caxiuana Plot 2 (RAINFOR),CAX_02,15,-1.74,-51.46,1,single,10,"Tim Baker, Oliver Phillips"
1410,Colombia,Putumayo,Villa Garzón-La Castellana,PUT_03,,0.87,-76.76,0.3,combi,10,Dairon Cárdenas
1412,Colombia,Meta,La Macarena,META_01,,2.22,-73.78,0.3,combi,10,Dairon Cárdenas
1413,Colombia,Meta,Puerto Concordia,META_02,,2.77,-72.62,0.3,combi,10,Dairon Cárdenas
1414,Colombia,Meta,Puerto Rico,META_03,,2.98,-73.2,0.4,combi,10,Dairon Cárdenas
1415,Brazil,Mato Grosso,"Parque Cristalino, Alta Floresta plot 1",ALF_01,269,-9.6,-55.94,1,single,10,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch, Jon Lloyd"
1416,Brazil,Mato Grosso,"Parque Cristalino, Alta Floresta plot 2",ALF_02,277,-9.58,-55.92,1,single,10,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch, Jon Lloyd"
1417,Brazil,Mato Grosso,"Fazenda Floresta, Ribeirão Cascalheira - Plot 1",FLO_01,377,-12.81,-51.85,1,single,10,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch, Jon Lloyd"
1418,Brazil,Mato Grosso,"Floresta em Ribeirão Cascalheira - Mato Grosso, plot 2",FLO_02,,-12.76,-51.88,1,single,10,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch, Jon Lloyd"
1419,Brazil,Mato Grosso,Nova Xavantina UNEMAT plot 2 cerradão,NXV_02,324,-14.7,-52.35,1,single,10,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch"
1420,Brazil,Mato Grosso,Floresta de Galeria: Parque Municipal do Bacaba (Alto),NXV_06,346,-14.72,-52.36,0.47,single,10,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch"
1421,Brazil,Mato Grosso,Floresta de Galeria: Parque Municipal do Bacaba (Meio),NXV_07,,-14.72,-52.36,0.47,single,10,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch"
1422,Brazil,Mato Grosso,Parque Estadual do Araguaia - Novo Santo Antônio - Flooding forest (Impuca 1),PEA_01,200,-12.15,-50.83,1,single,10,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch"
1423,Brazil,Mato Grosso,Parque Estadual do Araguaia - Novo Santo Antônio - Flooding forest (Impuca 2),PEA_02,200,-12.32,-50.74,1,single,10,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch"
1424,Brazil,Pará,Floresta Santana do Araguaia-Pará,SAA_01,,-9.64,-50.45,1,single,10,"Beatriz S. Marimon, Ben Hur Marimon Jr."
1425,Brazil,Mato Grosso,Fazenda Santa Marta plot 2 cerradão,SMT_02,332,-12.82,-51.77,1,single,10,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch"
1426,Brazil,Mato Grosso,"Fazenda Tanguro, plot 2",TAN_02,382,-13.09,-52.38,1,single,10,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch, Jon Lloyd"
1427,Brazil,Mato Grosso,Fazenda Tanguro plot 3,TAN_03,356,-12.82,-52.36,1,single,10,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch, Jon Lloyd"
1428,Brazil,Mato Grosso,Fazenda Vera Cruz plot 1 monodominant forest (combined Bia+TROBIT),VCR_01,303,-14.83,-52.16,1,single,10,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch, Jon Lloyd, Edmar Almeida de Oliveira"
1429,Brazil,Mato Grosso,Fazenda Vera Cruz mixed forest adjacent to monodominant (Bia data only),VCR_02,297,-14.83,-52.17,1,single,10,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch, Jon Lloyd"
1430,Bolivia,Santa Cruz,"Kenia, Patujusales",KEN_01,390,-16.02,-62.73,1,single,10,"Alejandro Araujo-Murakami, Tim Killeen, Luzmila Arroyo"
1431,Bolivia,Santa Cruz,"Kenia, Momoquisal",KEN_02,,-16.01,-62.74,1,single,10,"Alejandro Araujo-Murakami, Tim Killeen, Luzmila Arroyo"
1432,Bolivia,Santa Cruz,Alta Vista 1,ALV_01,433,-16.12,-61.89,1,single,10,"Alejandro Araujo-Murakami, Tim Killeen, Luzmila Arroyo"
1433,Bolivia,Santa Cruz,Alta Vista 2,ALV_02,410,-16.08,-61.89,1,single,10,"Alejandro Araujo-Murakami, Tim Killeen, Luzmila Arroyo"
1434,Brazil,Pará,"Parque Ecológico de Gunma, Plot 1",GUNM_01,,-1.2,-48.3,1,single,10,Ima Vieira
1435,Brazil,Pará,"Parque Ecológico de Gunma, Plot 2",GUNM_02,,-1.2,-48.3,1,single,10,Ima Vieira
1436,Brazil,Pará,"Parque Ecológico de Gunma, Plot 3",GUNM_03,,-1.2,-48.3,1,single,10,Ima Vieira
1437,Brazil,Pará,"Parque Ecológico de Gunma, Plot 4",GUNM_04,,-1.2,-48.3,1,single,10,Ima Vieira
1438,Brazil,Pará,"Parque Ecológico de Gunma, Plot 5",GUNM_05,,-1.2,-48.29,1,single,10,Ima Vieira
1439,Brazil,Pará,"Parque Ecológico de Gunma, Plot 6",GUNM_06,,-1.2,-48.29,1,single,10,Ima Vieira
1440,Brazil,Pará,"Parque Ecológico de Gunma, Plot 8",GUNM_08,,-1.2,-48.29,1,single,10,Ima Vieira
1441,Brazil,Pará,"Parque Ecológico de Gunma, Plot 9",GUNM_09,,-1.2,-48.29,1,single,10,Ima Vieira
1442,Brazil,Pará,"Parque Ecológico de Gunma, Plot 10",GUNM_10,,-1.2,-48.29,1,single,10,Ima Vieira
1443,Brazil,Pará,"Parque Ecológico de Gunma, Plot 11",GUNM_11,,-1.2,-48.28,1,single,10,Ima Vieira
1444,Brazil,Pará,"Parque Ecológico de Gunma, Plot 12",GUNM_12,,-1.2,-48.29,1,single,10,Ima Vieira
1445,Brazil,Pará,"Parque Ecológico de Gunma, Plot 13",GUNM_13,,-1.2,-48.29,1,single,10,Ima Vieira
1446,Brazil,Pará,"Parque Ecológico de Gunma, Plot 14",GUNM_14,,-1.2,-48.28,1,single,10,Ima Vieira
1447,Brazil,Pará,"Parque Ecológico de Gunma, Plot 15",GUNM_15,,-1.2,-48.28,1,single,10,Ima Vieira
1448,Brazil,Pará,"Parque Ecológico de Gunma, Plot 19",GUNM_19,,-1.2,-48.29,1,single,10,Ima Vieira
1449,Bolivia,Santa Cruz,La Chonta 29,LCH_29,,-15.68,-62.77,1,single,10,"Roel Brienen, Abel Monteagudo"
1450,Bolivia,Santa Cruz,La Chonta 30,LCH_30,,-15.68,-62.77,1,single,10,"Roel Brienen, Abel Monteagudo"
1451,Bolivia,Pando,Mabet plot 01,MBT_01,150,-10.07,-65.89,1,single,10,"Roel Brienen, Abel Monteagudo, Oliver Phillips"
1452,Bolivia,Pando,Mabet plot 02,MBT_02,148,-10.05,-65.89,1,single,10,"Roel Brienen, Abel Monteagudo, Oliver Phillips"
1453,Bolivia,Pando,Mabet Plot 04,MBT_04,176,-10.31,-65.55,1,single,10,"Roel Brienen, Abel Monteagudo, Oliver Phillips"
1454,Bolivia,Pando,Mabet plot 05,MBT_05,125,-10.03,-65.63,1,single,10,"Roel Brienen, Abel Monteagudo, Oliver Phillips"
1455,Bolivia,Pando,Mabet plot 06,MBT_06,140,-10.04,-65.64,1,single,10,"Roel Brienen, Abel Monteagudo, Oliver Phillips"
1456,Bolivia,Pando,Mabet plot 07,MBT_07,146,-9.91,-65.74,1,single,10,"Roel Brienen, Abel Monteagudo, Oliver Phillips"
1457,Bolivia,Pando,Mabet plot 08,MBT_08,141,-9.94,-65.75,1,single,10,"Roel Brienen, Abel Monteagudo, Oliver Phillips"
1458,French Guiana,Camopi,"Rivière Camopi, crique Cacao, plot 2",CAM2,,2.36,-53.2,0.4,single,10,"Daniel Sabatier, Jean-François Molino"
1459,French Guiana,Sinnamary,"Paracou, GUYAFLUX, 1-9",GF1_9,,5.28,-52.92,0.98,single,10,"Daniel Sabatier, Jean-François Molino"
1460,French Guiana,Sinnamary,"Paracou, GUYAFLUX, 4-8",GF4_8,,5.28,-52.92,0.98,single,10,"Daniel Sabatier, Jean-François Molino"
1461,French Guiana,Saint Elie,"Montagne Plomb, plot 3",MPB3,,5.03,-52.94,1,single,10,"Daniel Sabatier, Jean-François Molino"
1462,French Guiana,Saint Elie,"Montagne Plomb, plot 4",MPB4,,5.03,-52.94,1,single,10,"Daniel Sabatier, Jean-François Molino"
1463,French Guiana,Saint Elie,"Montagne Plomb, plot 5",MPB5,,5.03,-52.94,1,single,10,"Daniel Sabatier, Jean-François Molino"
1464,French Guiana,Saint Elie,"Montagne Plomb, plot 6",MPB6,,5,-52.95,1,single,10,"Daniel Sabatier, Jean-François Molino"
1465,French Guiana,Saint Elie,"Montagne Plomb, plot 7",MPB7,,5.01,-52.95,1,single,10,"Daniel Sabatier, Jean-François Molino"
1466,French Guiana,Saint Elie,"Montagne Plomb, plot 8",MPB8,,4.99,-53,1,single,10,"Daniel Sabatier, Jean-François Molino"
1467,French Guiana,Saint Georges de l'Oyapock,Piton de l'Armontabo,PIA1,,3.73,-52.32,1,single,10,"Daniel Sabatier, Jean-François Molino"
1468,French Guiana,Régina,"Savane roche Virginie, plot1",SRV1,,4.19,-52.14,1,single,10,"Daniel Sabatier, Jean-François Molino"
1469,French Guiana,Régina,"Savane roche Virginie, plot2",SRV2,,4.18,-52.14,1,single,10,"Daniel Sabatier, Jean-François Molino"
1470,French Guiana,Régina,"Savane roche Virginie, plot3",SRV3,,4.19,-52.15,1,single,10,"Daniel Sabatier, Jean-François Molino"
1471,French Guiana,Régina,"Montagne de Kaw, Trésor",TRE1,,4.61,-52.28,1,single,10,"Daniel Sabatier, Jean-François Molino, Hans ter Steege"
1472,French Guiana,St Laurent du Maroni,Acarouany,A11,,5.54,-53.81,1,single,10,"Christopher Baraloto, Jerome Chave, Julien Engel, Pascal Petronelli"
1473,French Guiana,St Laurent du Maroni,BAFOG,B4,,5.49,-53.99,1,single,10,"Christopher Baraloto, Jerome Chave, Julien Engel, Pascal Petronelli"
1474,French Guiana,St Laurent du Maroni,LaussatC2,LST2,,5.48,-53.6,1,single,10,"Christopher Baraloto, Julien Engel, Pascal Petronelli"
1475,French Guiana,Régina,Saut Lavilette,LV1,,4.15,-52.2,1,single,10,"Christopher Baraloto, Jerome Chave, Julien Engel, Pascal Petronelli"
1477,French Guiana,Régina,Nouragues-11L,NL11,,4.07,-52.69,1,single,10,"Christopher Baraloto, Jerome Chave, Julien Engel, Pascal Petronelli"
1478,French Guiana,Sinnamary,Paracou-06,P006,,5.27,-52.93,1,single,10,"Christopher Baraloto, Jerome Chave, Julien Engel, Pascal Petronelli"
1479,French Guiana,Régina,TibourouC5,TIB5,,4.4,-52.28,1,single,10,"Christopher Baraloto, Julien Engel, Pascal Petronelli"
1480,Peru,Madre de Dios,Boca Manu 4-ha floodplain plot,MNU_BOCA,,-12.26,-70.92,4,single,10,"John Terborgh, Nigel Pitman"
1481,Peru,Madre de Dios,Amigos CM3 floodplain 1 (Bajio),AMIG_01,,-12.51,-70.12,1,single,10,"César Vela, Therany Gonzales"
1482,Peru,Madre de Dios,Amigos CM3 floodplain 2 (Bambu),AMIG_02,,-12.53,-70.13,1,single,10,"César Vela, Therany Gonzales"
1483,Peru,Madre de Dios,Amigos Cocha Lobo floodplain,AMIG_03,,-12.57,-70.08,1,single,10,"César Vela, Therany Gonzales"
1484,French Guiana,Sinnamary,"Piste de St Elie, Ps1",SPM,,5.27,-53.05,1,single,10,"Daniel Sabatier, Émile Fonty, Jean-François Molino"
1485,French Guiana,Sinnamary,"Piste de St Elie, Ps2",SPQ,,5.27,-53.05,1,single,10,"Daniel Sabatier, Émile Fonty"
1487,French Guiana,Régina,"Montagne des Chevaux, Cs1",SPP,,4.71,-52.27,1,single,10,"Daniel Sabatier, Émile Fonty"
1488,French Guiana,Régina,"Montagne des Chevaux, Cs2",SPN,,4.71,-52.27,1,single,10,"Daniel Sabatier, Émile Fonty"
1490,Peru,Loreto,Matses,PF_MAT,,-5.86,-73.75,0.1,single,5,Paul Fine
1492,Brazil,Pará,"Parauapebas, Carajás, Maciço de Carajás",PARAU_PCQ,,-6.13,-50.22,0.5,PCQ,10,Rafael Salomão
1493,Peru,Loreto,Buenavista swamp,BVI_SW,,-4.85,-73.39,0.5,single,10,"Nigel Pitman, Corine Vriesendorp, Roosevelt García"
1494,Peru,Loreto,Fundo Gagliardi,FUN_GAG,,-4.66,-72.07,1,single,10,Manuel Ahuite
1495,Peru,Loreto,Lago Preto,LAG_PR,,-4.46,-71.75,0.2,single,10,Roosevelt García
1505,Brazil,Amazonas,"Clareira 6, Oleoduto do Rio Tefe",ORT_C6,,-4.7,-65.42,1,single,10,Carlos Peres
1507,Brazil,Amazonas,Oleoduto Tefe Pipeline I,ORT_P1,,-4.7,-65.38,1,single,10,Carlos Peres
1514,Brazil,Amazonas,BR319-M02_TN_0500,IPM_20,50,-3.69,-60.33,1,single,10,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1515,Brazil,Amazonas,BR319-M02_TN_1500,IPM_22,44,-3.68,-60.32,1,single,10,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1516,Brazil,Amazonas,BR319-M02_TN_4500,IPM_28,44,-3.67,-60.3,1,single,10,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1517,Brazil,Amazonas,BR319-M04_TN_0500,IPM_43,48,-4.38,-60.94,1,single,10,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1518,Brazil,Amazonas,BR319-M04_TN_3500,IPM_46,46,-4.4,-60.92,1,single,10,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1519,Brazil,Amazonas,BR319-M05_TN_(-)0500,IPM_21,,-4.62,-61.24,1,single,10,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1520,Brazil,Amazonas,BR319-M05_TN_1500,IPM_55,51,-4.6,-61.26,1,single,10,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1521,Brazil,Amazonas,BR319-M06_TN_(-)0500,IPM_26,61,-4.98,-61.57,1,single,10,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1522,Brazil,Amazonas,BR319-M06_TN_0500,IPM_27,50,-4.99,-61.56,1,single,10,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1523,Brazil,Amazonas,BR319-M06_TN_1500,IPM_62,57,-4.99,-61.56,1,single,10,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1524,Brazil,Amazonas,BR319-M06_TN_2500,IPM_63,58,-5,-61.55,1,single,10,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1529,Brazil,Amazonas,Curubena T1,CURU_T1,,-4.26,-68.46,1,single,20,Charles Eugene Zartman
1530,Brazil,Amazonas,Curubena T2,CURU_T2,,-4.26,-68.48,1,single,20,Charles Eugene Zartman
1531,Brazil,Amazonas,Mutum T1,MUTU_T1,,-5.44,-69.01,1,single,20,Charles Eugene Zartman
1532,Brazil,Amazonas,Mutum T2,MUTU_T2,,-5.44,-69.03,1,single,20,Charles Eugene Zartman
1533,Brazil,Amazonas,Pardel T1,PARD_T1,,-4.04,-67.82,1,single,20,Charles Eugene Zartman
1534,Brazil,Amazonas,Pardel T2,PARD_T2,,-4.04,-67.84,1,single,20,Charles Eugene Zartman
1535,Brazil,Amazonas,Pira T1,PIRA_T1,,-4.7,-68.37,1,single,20,Charles Eugene Zartman
1536,Brazil,Amazonas,Pira T2,PIRA_T2,,-4.7,-68.39,1,single,20,Charles Eugene Zartman
1537,Bolivia,Santa Cruz,"Ottavio Ranch, plot 1",OTT_01,442,-16.39,-61.21,1,single,10,"Luzmilla Arroyo, Jon Lloyd, Daniel Villarroel"
1538,Bolivia,Santa Cruz,"Ottavio Ranch, Bolivia, plot 3, cerradao forest",OTT_03,451,-16.42,-61.19,1,single,10,"Ted Feldpausch, Jon Lloyd, Oliver Phillips, Daniel Villarroel"
1539,Peru,Ucayali,Reserva Comunal El Sira: Llano Amazonico,RCS_05,251,-9.62,-74.93,1,single,10,"Abel Monteagudo, Luis Valenzuela Gamarra, Oliver Phillips"
1540,Venezuela,Amazonas,"Puerto Ayacucho, Venezia 2.1",PTA_01,90,5.11,-67.74,1,single,10,"Gerardo Aymard, Oliver Phillips"
1541,Venezuela,Amazonas,"Puerto Ayacucho, La Moralita 1",PTA_02,,5.84,-67.45,1,single,10,"Gerardo Aymard, Oliver Phillips"
1542,Venezuela,Amazonas,"Puerto Ayacucho, Venezia 1.1",PTA_03,90,5.11,-67.74,1,single,10,"Gerardo Aymard, Oliver Phillips"
1543,Venezuela,Amazonas,"Puerto Ayacucho, Pozo Cristal",PTA_04,77,5.84,-67.49,1,single,10,"Gerardo Aymard, Oliver Phillips"
1544,Venezuela,Amazonas,Cerro Neblina Gentry,CNG_01,140,0.83,-66.17,1,single,10,Oliver Phillips
1545,Brazil,Amazonas,Abelha 1,PIT_01,,-0.6,-59.81,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1546,Brazil,Amazonas,Abelha 2,PIT_02,,-0.6,-59.8,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1547,Brazil,Amazonas,Abelha 24,PIT_03,,-0.62,-59.74,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1548,Brazil,Amazonas,Abelha 3,PIT_04,,-0.59,-59.77,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1549,Brazil,Amazonas,Abelha 4,PIT_05,,-0.61,-59.77,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1550,Brazil,Amazonas,Abelha 5,PIT_06,,-0.62,-59.75,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1551,Brazil,Amazonas,Abelha 6,PIT_07,,-0.64,-59.76,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1552,Brazil,Amazonas,Abelha 7,PIT_08,,-0.65,-59.79,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1553,Brazil,Amazonas,Abelha 8,PIT_09,,-0.63,-59.81,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1554,Brazil,Amazonas,Abelha 9,PIT_10,,-0.62,-59.84,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1555,Brazil,Amazonas,Esperança 13,PIT_11,,-0.62,-59.87,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1556,Brazil,Amazonas,Esperança 14,PIT_12,,-0.6,-59.88,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1557,Brazil,Amazonas,Esperança 15,PIT_13,,-0.58,-59.88,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1558,Brazil,Amazonas,Esperança 16,PIT_14,,-0.56,-59.85,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1559,Brazil,Amazonas,Esperança 17,PIT_15,,-0.58,-59.75,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1560,Brazil,Amazonas,Esperança 18,PIT_16,,-0.57,-59.74,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1561,Brazil,Amazonas,Queixada 10,PIT_17,,-0.63,-59.88,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1562,Brazil,Amazonas,Queixada 11,PIT_18,,-0.66,-59.89,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1563,Brazil,Amazonas,Queixada 12,PIT_19,,-0.64,-59.88,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1564,Brazil,Amazonas,Serra 19,PIT_20,,-0.57,-59.73,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1565,Brazil,Amazonas,Serra 20,PIT_21,,-0.59,-59.73,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1566,Brazil,Amazonas,Serra 21,PIT_22,,-0.61,-59.73,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1567,Brazil,Amazonas,Serra 22,PIT_23,,-0.6,-59.71,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1568,Brazil,Amazonas,Serra 23,PIT_24,,-0.62,-59.73,0.25,single,10,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1569,Brazil,Roraima,PPBio Virua Parcela L01-2500,Virua_01_2500,,1.49,-61.02,1,single,10,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1570,Brazil,Roraima,PPBio Virua Parcela L01-4500,Virua_01_4500,,1.49,-61.04,1,single,10,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1571,Brazil,Roraima,PPBio Virua Parcela L02-3500,Virua_02_3500,,1.48,-61.03,1,single,10,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1572,Brazil,Roraima,PPBio Virua Parcela L02-4500,Virua_02_4500,,1.48,-61.04,1,single,10,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1573,Brazil,Roraima,PPBio Virua Parcela L04-500,Virua_04_500,,1.46,-61.01,1,single,10,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1574,Brazil,Roraima,PPBio Virua Parcela L05-1500,Virua_05_1500,,1.45,-61.02,1,single,10,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1575,Brazil,Roraima,PPBio Virua Parcela L05-2500,Virua_05_2500,,1.45,-61.02,1,single,10,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1576,Brazil,Roraima,PPBio Virua Parcela L05-3500,Virua_05_3500,,1.45,-61.03,1,single,10,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1577,Brazil,Roraima,PPBio Virua Parcela L05-4500,Virua_05_4500,,1.45,-61.04,1,single,10,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1578,Brazil,Roraima,PPBio Virua Parcela L05-500,Virua_05_500,,1.45,-61.01,1,single,10,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1579,Brazil,Roraima,PPBio Virua Parcela L06-1500,Virua_06_1500,,1.44,-61.02,1,single,10,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1580,Brazil,Roraima,PPBio Virua Parcela L06-2500,Virua_06_2500,,1.44,-61.02,1,single,10,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1581,Brazil,Roraima,PPBio Virua Parcela L06-4500,Virua_06_4500,,1.44,-61.04,1,single,10,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1582,Brazil,Amapá,"Lower Rio Jari, Plot 1",RJARI_01,0,-1.1,-52.34,1,single,10,"Florian Wittmann, Marcelo Veiga Carim, Maite Piedade"
1583,Brazil,Amapá,"Lower Rio Jari, Plot 2",RJARI_02,0,-1.07,-52.36,1,single,10,"Florian Wittmann, Marcelo Veiga Carim, Maite Piedade"
1584,Brazil,Amapá,"Lower Rio Jari, Plot 3",RJARI_03,0,-1.12,-52.34,1,single,10,"Florian Wittmann, Marcelo Veiga Carim, Maite Piedade"
1585,Brazil,Pará,Lower Rio Paru,RPARU_01,0,-1.4,-52.83,1,single,10,"Florian Wittmann, Maite Piedade"
1586,Brazil,Pará,Tapajos River,RTAP_04,20,-4.05,-55.62,1,single,10,"Jochen Schongart, Bruno Cintra, Florian Wittmann, Maite Piedade"
1587,Brazil,Pará,Cupari-Tapajos River,CUPARI,20,-3.74,-55.4,1,single,10,"Jochen Schongart, Bruno Cintra, Maite Piedade"
1600,Brazil,Amazonas,RDS Uatumã Plot TF1,RDS_TF1,130,-2.14,-59,1,single,10,"Florian Wittmann, Jochen Schongart, Bruno Cintra, Maite Piedade"
1601,Brazil,Amazonas,RDS Uatumã Plot TF2,RDS_TF2,130,-2.14,-58.99,1,single,10,"Florian Wittmann, Jochen Schongart, Bruno Cintra, Maite Piedade"
1602,Brazil,Amazonas,RDS Uatumã Plot TF3,RDS_TF3,130,-2.13,-59.01,1,single,10,"Florian Wittmann, Jochen Schongart, Bruno Cintra, Maite Piedade"
1603,Brazil,Amazonas,RDS Uatumã Plot TF4,RDS_TF4,65,-2.21,-59.03,1,single,10,"Florian Wittmann, Jochen Schongart, Maite Piedade"
1604,Brazil,Amazonas,RDS Uatumã Plot TF5,RDS_TF5,65,-2.22,-59.03,1,single,10,"Florian Wittmann, Jochen Schongart, Maite Piedade"
1605,Brazil,Amazonas,RDS Uatumã Plot TF6,RDS_TF6,65,-2.23,-59.03,1,single,10,"Florian Wittmann, Jochen Schongart, Maite Piedade"
1606,Brazil,Pará,Novo Progresso 1,NOPRO_01,,-6.32,-55.78,1,single,10,Dário Dantas do Amaral
1607,Brazil,Pará,Novo Progresso 2,NOPRO_02,,-6.31,-55.78,1,single,10,Dário Dantas do Amaral
1608,Brazil,Pará,Novo Progresso 3,NOPRO_03,,-6.32,-55.78,1,single,10,Dário Dantas do Amaral
1609,Brazil,Pará,Novo Progresso 4,NOPRO_04,,-6.31,-55.78,1,single,10,Dário Dantas do Amaral
1610,Brazil,Pará,Tucurui plot 1,TUCURUI_01,,-4.37,-49.59,1,single,10,Dário Dantas do Amaral
1611,Brazil,Pará,Tucurui plot 2,TUCURUI_02,,-4.37,-49.58,1,single,10,Dário Dantas do Amaral
1612,Brazil,Pará,Tucurui plot 3,TUCURUI_03,,-4.26,-49.47,1,single,10,Dário Dantas do Amaral
1613,Brazil,Pará,Tucurui plot 4,TUCURUI_04,,-4.23,-49.52,1,single,10,Dário Dantas do Amaral
1614,Brazil,Pará,Serra do Pardo_Xingu,PARXIN_01,,-5.89,-52.8,1,single,10,Dário Dantas do Amaral
1615,Brazil,Pará,Flona Altamira,FLOALT_01,,-5.64,-55.48,1,single,10,Dário Dantas do Amaral
1616,Bolivia,Beni,Estacion Biologica del Beni,BENI_01,,-14.78,-66.34,1,single,10,Jim Comiskey
1617,Bolivia,Beni,Estacion Biologica del Beni,BENI_02,,-14.77,-66.35,1,single,10,Jim Comiskey
1618,Bolivia,Beni,Estacion Biologica del Beni,BENI_03,,-14.84,-66.34,1,single,10,Jim Comiskey
1619,Bolivia,Beni,Estacion Biologica del Beni,BENI_04,,-14.87,-66.33,1,single,10,Jim Comiskey
1620,Bolivia,Beni,Estacion Biologica del Beni,BENI_05,,-14.76,-66.34,1,single,10,Jim Comiskey
1621,Bolivia,Beni,Estacion Biologica del Beni,BENI_06,,-14.86,-66.33,1,single,10,Jim Comiskey
1622,Bolivia,Beni,Estacion Biologica del Beni,BENI_07,,-14.86,-66.32,1,single,10,Jim Comiskey
1623,Bolivia,Beni,Estacion Biologica del Beni,BENI_08,,-14.85,-66.34,1,single,10,Jim Comiskey
1624,Bolivia,Beni,Estacion Biologica del Beni,BENI_09,,-14.73,-66.32,1,single,10,Jim Comiskey
